text	pmcid	article_version	paragraph	sentence_range	rel	straininfo_si_id	straininfo_taxon	word_strain_qc	ner	word_qc_group	ontology_id	ontology_label	score_rel	ner_score	score_strain	strain_taxonomy_id	strain_taxonomy_label
Candida albicans reference strain SC5314 and Candida glabrata reference strain CBS138 were used. Candida auris strains AR0383 and AR0384 were from the CDC.	PMC7200157	PMC7200157.1	38	7-8	STRAIN-ORGANISM:INHABITS	64171	Nakaseomyces glabratus	cbs138	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9997918009757996	0.9267988502979279	0.8117891550064087	NCBITaxon:5478	Nakaseomyces glabratus
Candida dubliniensis (CD 36/CBS 7987/ATCC MYA-646), C. albicans (ATCC 90028), Candida parapsilosis (ATCC 10233), Candida glabrata (ATCC 15545), Candida tropicalis (ATCC 750) and Candida krusei (CBS 6258) were used as reference Candida species.	PMC3541108	PMC3541108.1	8	1	STRAIN-ORGANISM:INHABITS	207811	Nakaseomyces glabratus	atcc 15545	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.999779999256134	0.9048587679862976	0.8642856180667877	NCBITaxon:5478	Nakaseomyces glabratus
The bacterial strains Staphylococcus aureus (ATCC 25923), Micrococcus luteus (ATCC 4698), Escherichia coli (ATCC 25922), and Pseudomonas. aeruginosa (ATCC 27853), as well as the fungal strains Geotrichum candidum (ATCC 34614), Aspergillus niger (ATCC 16404), Candida glabrata (ATCC 90030), Candida albicans (ATCC 10231), and Rhodotorula glutinis (ATCC 204091) were obtained from the American Type Culture Collection (ATCC, Manassas, VA, USA).	PMC12561634	PMC12561634.1	9	1	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9971936345100403	0.9833903014659882	0.8167110681533813	NCBITaxon:5478	Nakaseomyces glabratus
Saccharomyces cerevisiae (ATCC 9763), Candida albicans (ATCC 90028), Candida albicans (SC5314), Candida glabrata (ATCC 90030), Candida glabrata (Cg003) and Candida krusei (ATCC 6258) were grown in Sabouraud broth (40 g/L D-glucose, 10 g/L peptone, pH 5.6) or YPD (10 g/L yeast extract, 20 g/L Bacto-peptone, 20 g/L glucose) medium to mid log phase, aliquoted into 20% (v/v) glycerol and cryopreserved as stocks at -80°C.	PMC5749684	PMC5749684.1	37	3	STRAIN-ORGANISM:INHABITS	52468	Nakaseomyces glabratus	atcc 90030	ORGANISM	candida glabrata	NCBITaxon:5478	Nakaseomyces glabratus	0.9346938133239746	0.7735570073127747	0.8681460916996002	NCBITaxon:5478	Nakaseomyces glabratus
Trichophyton rubrum (ATCC-28188), T. mentagrophyte (ATCC-18748) and Microsporum gypseum (ATCC-24102) obtained from Post Graduate Institute of Medical Education and Research (PGIMER) Chandigarh, were included as standard strains in the study.	PMC4320242	PMC4320242.1	11	3	STRAIN-ORGANISM:INHABITS	203092	Nannizzia gypsea	atcc-24102	ORGANISM	microsporum gypseum	NCBITaxon:63402	Nannizzia gypsea	0.9175984263420105	0.9829619824886322	0.8145255148410797	NCBITaxon:63402	Nannizzia gypsea
Out of 20 axenic Nannochloropsis strains obtained from the Provasoli-Guillard National Center for Marine Algae and Microbiota (NCMA, formerly CCMP), strains of the N. salina (CCMP369), N. gaditana (CCMP1775 and 536) and N. granulata (CCMP529), as well as two not further specified strains (CCMP1779 and CCMP531) were selected based on uniformly dispersed, robust growth in enriched artificial sea water (16 g/L marine salt content) in batch culture as well as on agar-solidified medium.	PMC3499364	PMC3499364.1	7	1	STRAIN-ORGANISM:INHABITS	211807	Nannochloropsis	ccmp1779	ORGANISM	nannochloropsis	NCBITaxon:5748	Nannochloropsis	0.9953904151916504	0.7840000987052917	0.9348751902580261	NCBITaxon:5748	Nannochloropsis
Out of 20 axenic Nannochloropsis strains obtained from the Provasoli-Guillard National Center for Marine Algae and Microbiota (NCMA, formerly CCMP), strains of the N. salina (CCMP369), N. gaditana (CCMP1775 and 536) and N. granulata (CCMP529), as well as two not further specified strains (CCMP1779 and CCMP531) were selected based on uniformly dispersed, robust growth in enriched artificial sea water (16 g/L marine salt content) in batch culture as well as on agar-solidified medium.	PMC3499364	PMC3499364.1	7	1	STRAIN-ORGANISM:INHABITS	211276	Nannochloropsis	ccmp531	ORGANISM	nannochloropsis	NCBITaxon:5748	Nannochloropsis	0.9963357448577881	0.7840000987052917	0.9363707900047302	NCBITaxon:5748	Nannochloropsis
Notes : Cannabis is the only known host of Neod. cannabis , and records of this species are mainly from countries in Eurasia and North America ( McPartland 1994 ). Initially isolates CBS 121.75 and CBS 591.67 were respectively identified as “ Didymella urticicola ” and “ D. eupyrena ”. Sequences of all four loci were identical to that of the authentic cultures of Neod. cannabis (CBS 629.76 and CBS 234.37).	PMC4774273	PMC4774273.1	878	1-3	STRAIN-ORGANISM:INHABITS	146762	Neodidymelliopsis cannabis	cbs 121.75	ORGANISM	didymella urticicola	NCBITaxon:215459	Neodidymelliopsis cannabis	0.9928923845291138	0.8939140141010284	0.8877740204334259	NCBITaxon:215459	Neodidymelliopsis cannabis
Agrobacterium tumefaciens ( AE007869 , AE007870 ), Aquifex aeolicus ( NC_000918 ), Bacillus halodurans ( NC_002570 ), Bacillus subtilis ( NC_000964 ), Brucella melitensis ( NC_003317 , NC_003318 ), Borrelia burgdorferi ( NC_001318 ), Buchnera sp. APS ( NC_002528 ), Campylobacter jejuni ( NC_002163 ), Caulobacter crescentus ( NC_002696 ), Chlamydia muridarum ( NC_002620 ), Chlamydia trachomatis ( NC_000117 ), Chlamydophila pneumoniae J138 ( NC_002491 ), Chlamydophila pneumoniae AR39 ( NC_002179 ), Clostridium acetobutylicum ( NC_003030 ), Clostridium perfringens ( NC_003366 ), Corynebacterium glutamicum ( NC_003450 ), Deinococcus radiodurans (Chromosome 1, NC_001263 ), Escherichia coli K-12 ( NC_000913 ), Escherichia coli O157:H7 EDL933 ( NC_002655 ), Fusobacterium nucleatum ( NC_003454 ), Haemophilus influenzae Rd ( NC_000907 ), Helicobacter pylori 26695 ( NC_000915 ), Helicobacter pylori J99 ( NC_000921 ), Lactococcus lactis subsp. Lactis ( NC_002662 ), Listeria innocua ( NC_003212 ), Listeria monocytogenes ( NC_003210 ), Mesorhizobium loti ( NC_002678 ), Methanopyrus kandleri ( NC_003551 ), Mycobacterium tuberculosis CDC1551 ( NC_002755 ), Mycobacterium tuberculosis H37Rv ( NC_000962 ), Mycoplasma genitalium ( NC_000908 ), Mycobacterium leprae strain TN ( NC_002677 ), Mycoplasma pneumoniae ( NC_000912 ), Mycoplasma pulmonis ( NC_002771 ), Neisseria meningitidis Z2491 ( NC_003116 ), Nostoc sp. PCC 7120 ( NC_003272 ), Oceanobacillus iheyensis ( NC_004193 ), Pasteurella multocida ( NC_002663 ), Pseudomonas aeruginosa ( NC_002516 ), Pyrobaculum aerophilum ( NC_003364 ), Ralstonia solanacearum ( NC_003295 , NC_003296 ), Rickettsia conorii ( NC_003103 ), Rickettsia prowazekii ( NC_000963 ), Salmonella enterica ( NC_003198 ), Salmonella typhimurium ( NC_003197 ), Shigella flexneri ( NC_004337 ), Sinorhizobium meliloti ( NC_003047 ), Staphylococcus aureus subsp. aureus N315 ( NC_002745 ), Staphylococcus aureus strain Mu50 ( NC_002758 ), Streptococcus agalactiae ( NC_004116 ), Streptococcus pneumoniae R6 ( NC_003098 ), Streptococcus pneumoniae TIGR4 ( NC_003038 ), Streptococcus pyogenes ( NC_002737 ), Synechocystis sp. PCC6803 ( NC_000911 ), Thermoanaerobacter tengcongensis ( NC_003896 ), Thermosynechococcus elongatus ( NC_004113 ), Thermotoga maritima ( NC_000853 ), Treponema pallidum ( NC_000919 ), Ureaplasma urealyticum ( NC_002162 ), Vibrio cholerae ( NC_002505 , NC_002506 ), Xanthomonas axonopodis ( NC_003919 ), Xanthomonas campestris ( NC_003902 ), Xylella fastidiosa ( NC_002488 ), Yersinia pestis ( NC_003143 ).	PMC394314	PMC394314.1	62	1	STRAIN-ORGANISM:INHABITS	38949	Nostoc	. pcc 7120	ORGANISM	nostoc	NCBITaxon:1177	Nostoc	0.9625324606895447	0.6546481847763062	0.6815356612205505	NCBITaxon:1177	Nostoc
Just one known predatory mixotrophic stramenopile had a sequenced chloroplast genome, the chrysophyte alga Ochromonas CCMP1393 ( Supplementary Figure S2 ) ( Sevcikova et al., 2015 ), until the recent addition of plastid genomes from four cultured dictyochophytes species D. speculum , Rhizochromulina marina , F. parvula and P. elastica ( Han et al., 2019 ). We sequenced the complete chloroplast genome of newly identified uncultivated clade DEC-IX from a wild cell.	PMC7554337	PMC7554337.1	47	1-2	STRAIN-ORGANISM:INHABITS	211696	Ochromonas	ccmp1393	ORGANISM	ochromonas	NCBITaxon:2985	Ochromonas	0.9994786381721497	0.7818737626075745	0.7540417909622192	NCBITaxon:2985	Ochromonas
The species are presented according to the phylogenetic analysis presented by Kurtzman [16] : Saccharomyces pastorianus Weihenstephan 34/70, Saccharomyces cerevisiae CBS 8340 (CEN.PK 113-7D), Saccharomyces paradoxus CBS 432 (NRRL Y-17217), Saccharomyces mikatae CBS 8839, Saccharomyces uvarum CECT12600, Saccharomyces eubayanus CBS 12357, Saccharomyces servazzii CBS 4311 (NRRL Y-12661), Kazachstania lodderae CBS 2757 (NRRL Y-8280), Kazachstania exiguus CBS 1514, Kazachstania barnettii (NRRL Y-27223), Naumovozyma castellii CBS 4309 (NRRL Y-12630), Nakaseomyces glabrata CBS 138 (NRRL Y-1417), Nakaseomyces delphensis CBS 2170 (NRRL Y-2379), Nakaseomyces bacillisporus CBS 7720 (NRRL Y-17846), Nakaseomyces castellii CBS 4332 (NRRL Y-17070), Tetrapisispora blattae CBS 6284 (NRRL Y-10934), Tetrapisispora phaffii CBS 4417 (NRRL Y-8282), Tetrapisispora iriomotensis CBS 8762 (IFO 10929), Vanderwaltozyma polysporus CBS 2163 (NRRL Y-8283), Vanderwaltozyma yarrowii (NRRL Y-17763), Zygosaccharomyces bisporus CBS 702 (NRRL Y-12626), Zygosaccharomyces rouxii CBS 732 (NRRL Y-229), Zygotorulaspora florentinus CBS 746 (NRRL Y-1560), Zygotorulaspora mrakii CBS 4218 (NRRL Y-12654), Torulaspora franciscae CBS 2926 (NRRL Y-6686), Lachancea fermentati CBS 4506 (NRRL Y-7434), Lachancea thermotolerans CBS 6340 (NRRL Y-8284), Lachancea waltii CBS 6430 (NRRL Y-8285), Lachancea kluyverii UWOPS79-150, Lachancea kluyvery CBS 3082 (NRRL Y-12651), Kluyveromyces aestuarii CBS 4438 (NRRL YB-4510), Kluyveromyces nonfermentans CBS 8778 (NRRL Y-27343), Kluyveromyces wickerhamii CBS 2745 (NRRL Y-8286), Kluyveromyces lactis CBS 2359 (NRRL Y-1140), Kluyveromyces marxianus CBS 712 (NRRL Y-8281), Kluyveromyces marxianus CBS 397, Kluyveromyces marxianus CBS 2762, Kluyveromyces dobzhanskii CBS 2104 (NRRL Y-1974), Eremothecium coryli CBS 2608 (NRRL Y-12970), Eremothecium sinecaudum CBS 8199 (NRRL Y-17231).	PMC3711898	PMC3711898.1	17	2	STRAIN-ORGANISM:INHABITS	65877	Oligophagozyma castellii	cbs 4332	ORGANISM	nakaseomyces castellii	NCBITaxon:51914	Oligophagozyma castellii	0.9999097585678101	0.7867456674575806	0.6950567960739136	NCBITaxon:51914	Oligophagozyma castellii
The genes were aligned using the online program MAFFT (MAFFT alignment and NJ/UPGMA phylogeny ( https://mafft.cbrc.jp/alignment/server/index.html ; accessed on 26 February 2022)) and manually adjusted using BioEdit 7.5.0.3. These were then linked with the Sequence Matrix. All reliable ITS and TEF sequences of Arthrobotrys taxa were downloaded from the GenBank database ( Table 1 ). Dactylellina mammillata CBS229.54 and D. yushanensis CGMCC3.19713 were selected as outgroups.	PMC10744419	PMC10744419.1	16	1-4	STRAIN-ORGANISM:INHABITS	160633	Orbilia mammillata	cbs229.54	ORGANISM	dactylellina mammillata	NCBITaxon:313360	Orbilia mammillata	0.9997498393058777	0.8684786260128021	0.7674896121025085	NCBITaxon:313360	Orbilia mammillata
For example, the pho4 gene-encoding virus OtV-2 infects Ostreococcus RCC393 ( Weynberg et al ., 2011 ), a strain that belongs to an Ostreococcus clade (OII) known to inhabit warm, oligotrophic waters where PO 4 is often depleted ( Demir-Hilton et al ., 2011 ). In contrast, the Ostreococcus viruses OtV-1 and OtV-5 do not encode pho4 and their host, O. tauri , appears to be restricted to higher nutrient systems, such as bays, lagoons and brackish waters.	PMC3429862	PMC3429862.1	7	9-10	STRAIN-ORGANISM:INHABITS	354742	Ostreococcus	rcc393	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.7069243788719177	0.951740562915802	0.7873408198356628	NCBITaxon:70447	Ostreococcus
Future studies should aim to directly test this hypothesis through controlled laboratory experiments, examining circadian rhythms and photoperiodic responses in tropical species such as Ostreococcus sp. RCC809 and M. commoda , as well as in higher-latitude Mamiellales strains, including O. tauri and polar strains of B. prasinos .	PMC12704426	PMC12704426.1	42	4	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	sp. rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.8611299395561218	0.9314873218536377	0.7097941040992737	NCBITaxon:70447	Ostreococcus
The 15 plant species include: Chlamydomonas reinhardtii (green alga), Ostreococcus lucimarinus , Ostreococcus tauri , Ostreococcus RCC809 , Chlorella vulgaris , Volvox carteri , Physcomitrella patens (moss), Selaginella moellendorffii (gemmiferous spikemoss), Oryza sativa (rice), Zea mays (maize), Sorghum bicolor (sorghum), Vitis vinifera (grape), Arabidopsis thaliana , Populus trichocarpa (black cottonwood), and Glycine max (soybean).	PMC3063783	PMC3063783.1	37	3	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9993928670883179	0.8964359164237976	0.7192032337188721	NCBITaxon:70447	Ostreococcus
However, CCA1-luc_RCC809 showed abnormal phases under conditions of long days and light–dark cycles with a peak during the day (i.e. 12 h before CCA1 in O. tauri ), as well as a loss of circadian rhythms in constant light, suggesting that CCA1-luc_RCC809 is not fully functional with respect to the TOC1/CCA1 negative feedback loop ( Fig. S8B , Table S6 ). Overall, our experimental data confirm that the CCA1/TOC1 feedback loop is not functional in Ostreococcus sp. RCC809.	PMC12704426	PMC12704426.1	41	3-4	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	. rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9984330534934998	0.6675010919570923	0.6813116073608398	NCBITaxon:70447	Ostreococcus
However, the oceanic distribution of M. pusilla , O. tauri, O. mediterraneus, and O. lucimarinus remain less known due to the lower abundance and restriction of these species to a few locations [ 67 ]. Building upon this information, we explored variations of candidate genes in the most represented species, B. prasinos , M. commoda , and Ostreococcus sp. RCC809.	PMC12704426	PMC12704426.1	30	4-5	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	sp. rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9997574687004089	0.8764430284500122	0.7848949432373047	NCBITaxon:70447	Ostreococcus
We used the following proteome sequence sets: for green algae, Ostreococcus sp. RCC809 ( O. sp. RCC809) [ 67 ], Ostreococcus tauri ( O. tauri ) [ 67 ], Micromonas sp. RCC299 ( M. sp. RCC299) [ 68 ], Micromonas pusilla CCMP1545 ( M. pusilla ) [ 68 ], Coccomyxa sp. C-169 ( C. sp. C-169) [ 69 ], Chlorella vulgaris ( C. vulgaris ) [ 70 ], Volvox carteri ( V. carteri ) [ 71 ], and Chlamydomonas reinhardtii ( C. reinhardtii ) [ 72 ]; for oomycetes, Phytophthora ramorum ( P. ramorum ) [ 73 ], Phytophthora sojae ( P. sojae ) [ 73 ], Phytophthora infestans T30-4 ( P. infestans ) [ 74 ], and Phytophthora capsici ( P. capsici ) [ 75 ]; for diatom, Phaeodactylum tricornutum CCAP1055/1 ( P. tricornutum ) [ 76 ], Fragilariopsis cylindrus CCMP1102 ( F. cylindrus ), and Thalassiosira pseudonana CCMP1335 ( T. pseudonana ) [ 77 ]; for yellow algae, Aureococcus anophagefferens ( A. anophagefferens ) [ 78 ] and Ectocarpus siliculosus ( E. siliculosus ) [ 79 ]; and for red algae, Cyanidioschyzon merolae ( C. merolae ) [ 80 ], Pyropia yezoensis ( P. yezoensis ) [ 81 ], and Porphyridium purpureum ( P. purpureum ) [ 82 ].	PMC4581327	PMC4581327.1	26	1	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	sp. rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9980353713035583	0.8934310078620911	0.8217945694923401	NCBITaxon:70447	Ostreococcus
These samples spanned Polar Regions (Arctic), temperate/subtropical (northern and southern) latitudes, and one station in the Southern Ocean, along with warmer, low-latitude waters ( Fig 5A–C ). While B. prasinos was detected in polar, temperate and southern latitudes; M. commoda , and Ostreococcus sp. RCC809 were restricted to low latitudes regions, consistent with previous findings [ 67 ].	PMC12704426	PMC12704426.1	31	3-4	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	sp. rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9998371601104736	0.8283510804176331	0.7334503531455994	NCBITaxon:70447	Ostreococcus
According to metabarcoding, Dinophyta and Chlorophyta dominated the phytoplankton community in both seasons. In summer, Heterocapsa circularisquama , Scrippsiella trochoidea , Dolichomastix tenuilepis , and Ostreococcus spp. RCC410, Takayama cf. pulchellum , and Gymnodinium spp. NA‐2008 were the most dominant taxa (Table S3 ) and were highly abundant in the north and east coastal areas (Figure 4A ). Among the 359 taxa detected in summer, 48 were HAB species, with 15 being potentially toxic (Table S5 ).	PMC11981879	PMC11981879.1	23	1-3	STRAIN-ORGANISM:INHABITS	354751	Ostreococcus	. rcc410	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9828068017959595	0.8528980612754822	0.7935831546783447	NCBITaxon:70447	Ostreococcus
In recent years, several genomes of Ostreococcus have been sequenced including O. tauri and Ostreococcus lucimarinus [ 5 , 6 ]. Two genomes of Micromonas became available recently [ 7 ] and a deep strain of Ostreococcus (RCC809) is now being sequenced. The analysis of Ostreococcus genomes has led to several hypothesis about physiological features, such as the occurrence of an atypical light harvesting complex and C4 photosynthesis [ 5 , 8 ].	PMC2850359	PMC2850359.1	6	1-3	STRAIN-ORGANISM:INHABITS	355878	Ostreococcus	rcc809	ORGANISM	ostreococcus	NCBITaxon:70447	Ostreococcus	0.9997097849845886	0.8141461610794067	0.9521542191505432	NCBITaxon:70447	Ostreococcus
Specimen examined : The Netherlands , from a leaf of Selaginella sp., deposited in CBS Jan 1993, J. de Gruyter ( neotype of Phyllosticta selaginellae designated here HMAS 246693, MBT202501, culture ex-neotype CBS 122.93 = PD 77/1049).	PMC4774273	PMC4774273.1	602	1	STRAIN-ORGANISM:INHABITS	156683	Paraboeremia selaginellae	cbs 122.93	ORGANISM	phyllosticta selaginellae	NCBITaxon:749870	Paraboeremia selaginellae	0.9429811239242554	0.7657709121704102	0.9103517234325409	NCBITaxon:749870	Paraboeremia selaginellae
The likeliness of the findings of Pyrenochaeta romeroi ( CBS 252.60 ), Asteromella tiliae ( CBS 265.94 ) and Neottiosporina paspali ( CBS 331.37 ) in this clade was already discussed by De Gruyter et al. ( 2009 ).	PMC2836210	PMC2836210.1	37	1	STRAIN-ORGANISM:INHABITS	166693	Paraconiothyrium tiliae	cbs 265.94	ORGANISM	asteromella tiliae	NCBITaxon:1234610	Paraconiothyrium tiliae	0.9998989105224609	0.9157739877700806	0.7292310893535614	NCBITaxon:1234610	Paraconiothyrium tiliae
The Parascedosporium clade (96 % bootstrap support) compromised CBS 102085, CBS 118694, and CBS 102083 of Graphium putredinis (according to Okada et al. 1998 ), the ex-type of Rhinocladium lesnei (CBS 108.10), and the ex-type plus one additional sequence of Parascedosporium tectonae (CBS 127.84 and CBS 100392). Within the clade differences of maximally two bases were noted, but branches were statistically unsupported.	PMC3317366	PMC3317366.1	11	1-2	STRAIN-ORGANISM:INHABITS	65239	Parascedosporium putredinis	cbs 102083	ORGANISM	graphium putredinis	NCBITaxon:1442378	Parascedosporium putredinis	0.9998539686203003	0.8686758577823639	0.8196195662021637	NCBITaxon:1442378	Parascedosporium putredinis
According to the results of the order-level phylogenetic analyses ( Fig. 1 ), all three DSE groups unambiguously belong to the order Pleosporales and are nested in different families. The group DSE-4 represents a basal lineage in Morosphaeriaceae . The distinct isolates of group DSE-8 form a well-supported incertae sedis clade together with Massarina igniaria (CBS 845.96), Periconia macrospinosa (CBS 135663) and Noosia bankssiae (CPC 17282) in the suborder Massarineae .	PMC4713113	PMC4713113.1	24	1-3	STRAIN-ORGANISM:INHABITS	176488	Periconia igniaria	cbs 845.96	ORGANISM	massarina igniaria	NCBITaxon:398332	Periconia igniaria	0.999891996383667	0.9177086353302002	0.8098612427711487	NCBITaxon:398332	Periconia igniaria
The strain CBS 156.62, identified as Passalora capsicicola , was also sterile in culture and the herbarium specimen could not be traced. Based on the phylogenetic analysis, Passalora capsicicola clusters in the Phaeoramularia clade ( Fig. 1 , clade 61; Fig. 3 , clade 25) in a well supported clade. In addition, based on a BLAST comparison against the alignment, CBS 148.38 shared 99 % (465/472) similarity on ITS and 92 % (587/639) similarity on rpb2 with Phaeoramularia gomphrenicola CPC 23248.	PMC5693839	PMC5693839.1	1004	5-7	STRAIN-ORGANISM:INHABITS	153908	Phaeoramularia capsicicola	cbs 156.62	ORGANISM	passalora capsicicola	NCBITaxon:2059753	Phaeoramularia capsicicola	0.9995835423469543	0.9155497252941132	0.9719096124172211	NCBITaxon:2059753	Phaeoramularia capsicicola
Regarding the occurrence of extra copies of some genes in Phaffia rhodozyma , lines of evidence come from Medwid ( 24 ), whose findings suggested that Phaffia rhodozyma is not haploid and also from Niklitschek et al . ( 25 ), who cloned and studied the genes ( idi , crtE , crtYB , crtl and crtS at their genomic and cDNA level, controlling the astaxanthin biosynthetic pathway in the wild-type ATCC 24230 strain of Xanthophyllomyces dendrorhous .	PMC3895570	PMC3895570.1	26	1	STRAIN-ORGANISM:INHABITS	202634	Phaffia rhodozyma	atcc 24230	ORGANISM	xanthophyllomyces dendrorhous	NCBITaxon:264483	Phaffia rhodozyma	0.9990745782852173	0.974251389503479	0.8935543298721313	NCBITaxon:264483	Phaffia rhodozyma
The genome datasets used for comparative genomics were obtained from the following sources: Phanerochaete chrysosporium strain ATCC 20,696 ( https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001910725.1/ , accessed on 10 October 2022); Botrytis cinerea strain T4 ( https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000292645.1/ , accessed on 10 October 2022); Pyricularia oryzae strain MZ5-1-6 ( https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_004346965.1/ , accessed on 10 October 2022); and Erysiphe necator strain c ( https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000798715.1/ , accessed on 10 October 2022).	PMC12653496	PMC12653496.1	14	1	STRAIN-ORGANISM:INHABITS	252678	Phanerodontia chrysosporium	atcc 20,696	ORGANISM	phanerochaete chrysosporium	NCBITaxon:2822231	Phanerodontia chrysosporium	0.9997468590736389	0.9834563136100769	0.7348800301551819	NCBITaxon:2822231	Phanerodontia chrysosporium
Using the amino acid sequence coded by a previously cloned AAD ORF from Phanerochaete chrysosporium ( Pc ) strain OGC101 [ 20 ] as query, a BLAST alignment was performed against the translated predicted ORFs of the genome sequence of P. chrysosporium strain RP78 [ 2 , 21 ]. The results showed the existence of 8 AAD homologues that consist of six to nine exons and encode proteins from 240 to 398 amino acids.	PMC3507735	PMC3507735.1	9	1-2	STRAIN-ORGANISM:INHABITS	252678	Phanerodontia chrysosporium	ogc101	ORGANISM	phanerochaete chrysosporium	NCBITaxon:2822231	Phanerodontia chrysosporium	0.9997283816337585	0.7095000147819519	0.613537609577179	NCBITaxon:2822231	Phanerodontia chrysosporium
Physalacriaceae ), Cunninghamella black NRRL 1369 (F. Cunninghamellaceae ), Cunninghamella elegans ATCC 8688a (F. Cunninghamellaceae ), Phlebia rufa ATCC 76992 (F. Meruliaceae ), Penicillium chrysogenum ATCC 9480 (F. Aspergillaceae ), Alternaria chartarum ATCC 26683 (F. Pleosporaceae) , Cordyseps ophioglossoids ATCC 24400 (F. Ophiocordycipitaceae ), Coriolus versicolor ATCC 20565 (F. Polyporaceae ), Phanerochaete chrysosporium ATCC 34541(F. Phanerochaetaceae ) and Mucor sp. ATCC 56651 (F. Mucoraceae ).	PMC12297533	PMC12297533.1	41	14-23	STRAIN-ORGANISM:INHABITS	79463	Phanerodontia chrysosporium	atcc 34541	ORGANISM	phanerochaete chrysosporium	NCBITaxon:2822231	Phanerodontia chrysosporium	0.9998013377189636	0.9518202543258667	0.6870126724243164	NCBITaxon:2822231	Phanerodontia chrysosporium
Trichoderma reesei strain QM6a (ATCC 13631) was obtained from the American Type Culture Collection (ATCC, Manassas, VA, USA). Aspergillus terreus strain DSM 1958, Myceliophthora thermophila strain DSM 1799 and Phanerochaete chrysosporium strain DSM 6909 were obtained from the German Collection of Microorganisms and Cell Cultures GmbH (DSMZ, Braunschweig, Germany).	PMC7679414	PMC7679414.1	34	1-2	STRAIN-ORGANISM:INHABITS	74565	Phanerodontia chrysosporium	dsm 6909	ORGANISM	phanerochaete chrysosporium	NCBITaxon:2822231	Phanerodontia chrysosporium	0.9991186261177063	0.9819453954696655	0.5971487164497375	NCBITaxon:2822231	Phanerodontia chrysosporium
CDH gene sequence was obtained from Phanerochaete chrysosporium strain OGC101 from GenBank (entry U46081.1 ) which was commercially synthesized after codon optimization by IGEbio (Guangzhou, China), with the addition of the signal peptide sequence of T. reesei cbh1 at the N-terminus and a 6×histidine tag at the C-terminus for expression in T. reesei .	PMC10743782	PMC10743782.1	23	1	STRAIN-ORGANISM:INHABITS	252678	Phanerodontia chrysosporium	ogc101	ORGANISM	phanerochaete chrysosporium	NCBITaxon:2822231	Phanerodontia chrysosporium	0.573738157749176	0.9584975242614746	0.7654392719268799	NCBITaxon:2822231	Phanerodontia chrysosporium
The aquatic hyphomycete Clavariopsis aquatica strain WD(A)-01 represents an exclusively aquatic species frequently observed in rivers and streams ( Junghanns et al., 2008a ; Krauss et al., 2011 ). Phoma sp. strain UHH 5-1-03 (DSM 22425) has an ascomycete affiliation and originates from the Saale river, Germany ( Junghanns et al., 2008a ).	PMC7059612	PMC7059612.1	11	1-2	STRAIN-ORGANISM:INHABITS	407677	Phoma	dsm 22425	ORGANISM	phoma	NCBITaxon:37463	Phoma	0.8263617753982544	0.7395461797714233	0.9166548252105713	NCBITaxon:37463	Phoma
Genomes used for comparison were: R. toruloides CBS 14 ( Kumar et al., 2012 ), R. toruloides CBS 349 ( Zhang et al., 2016 ), R. graminis WP1 ( Firrincieli et al., 2015 ), Sporobolomyces (formerly Sporidiobolus ) salmonicolor CBS 6832 ( Coelho et al., 2015 ), S. roseus JGIBAIF-5F1, Phyllozyma (formerly Sporobolomyces ) linderae CBS 7893, Microbotryum lychnidis-dioicae p1A1 ( Grigoriev et al., 2014 ), Mixia osmundae IAM 14324 ( Toome et al., 2014 ), Leucosporidium creatinivorum (formerly Leucosporidiella creatinivora ; Grigoriev et al., 2014 ) and Puccinia graminis ( Duplessis et al., 2011 ).	PMC5073140	PMC5073140.1	20	2	STRAIN-ORGANISM:INHABITS	65569	Phyllozyma linderae	cbs 7893	ORGANISM	sporobolomyces ) linderae	NCBITaxon:69979	Phyllozyma linderae	0.9998898506164551	0.9157216250896454	0.6821556687355042	NCBITaxon:69979	Phyllozyma linderae
